id	year	buy	age	edu	income	exp	co	ad	prod
486	2015	0	3	1	6100	6700	5.7	0.56	2.91
487	2015	0	5	1	5200	4900	3.2	1.15	0.51
488	2015	0	4	1	4300	2800	5.6	0.59	1.82
489	2015	0	2	4	3200	2700	17.6	2.14	3.49
490	2015	0	2	3	2600	2100	6	0.72	0.84
491	2015	0	2	1	2700	1300	14.4	1.02	2.87
492	2015	0	2	2	4500	5600	26	6.05	5.65
493	2015	0	4	2	4100	2000	4.6	0.94	0.94
494	2015	0	4	1	2600	2100	10.4	0.12	2.58
495	2015	1	2	2	2100	2200	11.4	0.78	1.62
496	2015	1	3	1	2400	1600	15.1	1.8	1.82
497	2015	0	3	2	6900	3900	2.4	1.06	0.59
498	2015	0	3	1	2800	2900	2.4	0.05	0.62
499	2015	1	2	1	4200	3300	7.4	1.46	1.65
500	2015	0	3	2	5500	3300	7	2.16	1.69
501	2015	0	2	2	2800	2600	7.8	1.02	1.16
502	2015	0	3	2	2100	1200	23.1	1.4	3.45
503	2015	0	2	2	3400	1800	23.8	3.1	4.99
504	2015	0	2	1	1700	1200	6.7	0.16	0.98
505	2015	1	2	1	2700	2500	10.5	2.47	0.36
506	2015	0	3	1	3200	3200	19.6	2.7	3.58
507	2015	0	4	1	4500	4900	18.8	2.01	6.45
508	2015	0	3	1	2800	2700	2.9	0.12	0.7
509	2015	1	2	2	1700	1100	27.7	2.04	2.67
510	2015	1	3	2	1800	1900	5.8	0.3	0.75
511	2015	0	2	2	1900	1600	6.3	0.68	0.52
512	2015	1	3	3	3100	1500	9.3	1.33	1.55
513	2015	0	3	1	11300	9000	2.6	0.99	1.95
514	2015	0	4	2	12100	9800	3.1	1.37	2.39
515	2015	0	4	2	7500	7700	23.6	9.88	7.82
516	2015	1	5	1	5000	4500	11.2	2.02	3.58
517	2015	0	3	2	4500	2200	10.1	1.12	3.43
518	2015	0	4	2	7300	6200	3.4	1.03	1.45
519	2015	1	2	1	2000	1500	6.7	0.47	0.87
520	2015	1	2	1	1900	1000	8.4	0.28	1.32
521	2015	1	3	1	2200	2300	12.7	1.09	1.7
522	2015	0	2	1	2200	1000	2.8	0.14	0.48
523	2015	0	3	1	1800	1700	12.9	0.98	1.34
524	2015	0	4	2	3500	3900	17.4	0.55	5.54
525	2015	0	2	1	2100	1400	6.3	0.52	0.8
526	2015	0	4	3	13500	12600	4.4	1.28	4.66
527	2015	0	3	1	2500	1900	9.1	0.14	2.13
528	2015	1	4	1	7600	2200	6.1	2.15	2.48
529	2015	0	3	1	2300	2000	16.3	1.33	2.42
530	2015	0	2	2	3300	3700	13.2	1.63	2.72
531	2015	0	3	3	3900	2500	19.2	2.8	4.69
532	2015	0	2	1	2600	2400	8.9	1.42	0.89
533	2015	1	3	2	2600	1900	6.8	0.28	1.49
534	2015	0	3	1	3800	3300	6.5	1.18	1.29
535	2015	0	4	4	4400	3500	1.7	0.35	0.39
536	2015	0	2	1	2200	1800	9.7	0.55	1.58
537	2015	1	3	1	2000	1500	4.8	0.31	0.65
538	2015	0	3	1	7300	4600	8.8	3.75	2.67
539	2015	0	2	1	2200	2300	10.3	0.72	1.55
540	2015	0	2	1	1800	900	17.3	0.16	2.96
541	2015	0	5	2	3400	3100	7	0.36	2.02
542	2015	0	2	4	2900	1800	24.2	1.42	5.59
543	2015	1	4	1	4300	3100	15	2.79	3.66
544	2015	0	3	1	1600	1200	9.3	0.43	1.05
545	2015	0	5	1	7800	5000	15.6	4.4	7.76
546	2015	0	3	1	1700	1500	11	0.75	1.12
547	2015	0	5	1	4700	3900	6.9	0.4	2.84
548	2015	1	4	3	8800	5600	6.1	0.28	5.08
549	2015	0	3	2	3000	2600	9.7	0.33	2.58
550	2015	0	4	3	11600	10000	12.1	1.61	12.42
551	2015	0	2	3	3000	2800	4.5	0.28	1.07
552	2015	0	3	1	7500	7100	10.4	3.95	3.85
553	2015	0	3	3	4700	3100	6.7	1.3	1.85
554	2015	0	4	2	14500	10200	12.2	3.24	14.45
555	2015	1	2	4	7000	7100	8	1.62	3.98
556	2015	0	4	3	1900	900	10.8	0.85	1.2
557	2015	0	4	3	11300	4200	12	3.38	10.18
558	2015	1	4	2	6000	3800	20.4	4.04	8.2
559	2015	0	4	4	7500	7000	1.9	0.88	0.54
560	2015	0	2	2	2000	1500	5.6	0.21	0.91
561	2015	1	5	1	4000	1100	8	0.56	2.64
562	2015	0	2	1	1800	1400	6.5	0.53	0.64
563	2015	1	3	2	1500	1800	9.1	0.12	1.25
564	2015	0	3	2	7500	5900	3.5	0.63	1.99
565	2015	1	3	1	4200	4400	19.9	2.54	5.82
566	2015	0	3	2	2100	1200	18.3	0.49	3.35
567	2015	0	3	2	3200	1100	4.3	0.43	0.94
568	2015	0	4	2	14400	7400	11.1	3.32	12.66
569	2015	0	3	1	2100	1500	9	0.45	1.44
570	2015	0	4	1	9600	5000	7.8	2.25	5.23
571	2015	0	3	3	3900	2800	13.2	1.14	4.01
572	2015	0	3	1	3500	2200	5	0.23	1.52
573	2015	0	3	1	2100	2300	7.2	0.19	1.32
574	2015	0	2	3	2600	2200	10.4	0.93	1.77
575	2015	1	5	2	2000	1800	10.3	0.38	1.68
576	2015	1	2	2	2400	1900	13.6	1.58	1.69
577	2015	1	3	1	1700	1100	3.7	0.45	0.18
578	2015	0	2	1	3200	2000	6	0.93	0.99
579	2015	0	5	2	3400	1900	4.4	0.26	1.23
580	2015	0	2	1	2100	1300	5.2	0.11	0.98
581	2015	0	4	1	2500	1600	10.1	1.06	1.46
582	2015	0	3	1	1700	1800	17.3	0.52	2.42
583	2015	0	3	1	3300	3300	7	0.4	1.91
584	2015	0	2	1	1800	1500	1.1	0.03	0.17
585	2015	1	2	3	5000	4500	2.4	0.26	0.94
586	2015	0	2	4	3800	3700	10.4	0.64	3.32
587	2015	0	3	2	8900	7400	14.3	5	7.73
588	2015	0	3	1	5300	4800	3.3	0.09	1.66
589	2015	0	3	2	4300	3200	15.4	2.65	3.97
590	2015	0	4	1	3100	2500	12.2	1.99	1.8
591	2015	0	3	2	3200	2800	4.9	0.42	1.15
592	2015	1	4	3	22000	13100	16	8.17	27.03
593	2015	0	2	2	1500	900	2.6	0.15	0.24
594	2015	0	4	2	3600	2200	3.8	0.28	1.09
595	2015	0	2	1	1700	1300	18.6	0.81	2.36
596	2015	0	3	1	3400	1800	1.2	0.04	0.37
597	2015	1	4	3	7100	4700	15.7	6.57	4.58
598	2015	0	3	3	5100	5000	23	2.69	9.04
599	2015	0	2	3	2600	1900	7.7	1.53	0.47
600	2015	0	3	2	8200	4800	0.8	0.47	0.19
601	2015	0	3	2	4400	3300	2.1	0.37	0.56
602	2015	0	4	3	9900	6600	2.3	0.83	1.45
603	2015	0	2	1	2600	1600	9.1	0.64	1.72
604	2015	0	4	1	4500	3600	3.3	0.68	0.81
605	2015	0	2	1	2400	1900	2.7	0.31	0.34
606	2015	1	3	2	4600	2500	16	4	3.36
607	2015	0	3	1	2500	2000	3.7	0.28	0.65
608	2015	1	5	5	7000	4800	9.4	1.33	5.25
609	2015	0	4	1	2700	2400	21.3	1.4	4.35
610	2015	0	3	1	3200	3100	13	0.17	3.99
611	2015	0	4	1	3900	2800	10.1	2.46	1.48
612	2015	0	2	2	2100	1500	8.7	0.45	1.37
613	2015	1	3	3	6500	2300	29.7	3.9	15.41
614	2015	0	5	2	7100	2800	11.1	1.66	6.22
615	2015	0	2	1	4000	2800	6.7	1.63	1.05
616	2015	0	3	1	2700	2400	5	0.24	1.11
617	2015	0	3	1	5300	4300	5.7	1.89	1.13
618	2015	1	2	4	2400	1500	12.1	1.6	1.31
619	2015	0	3	1	2400	2000	4.5	0.22	0.86
620	2015	0	4	1	5000	5000	30.1	3.18	11.87
621	2015	1	2	2	2200	2200	12.9	1.04	1.8
622	2015	0	2	2	4200	4200	5.7	0.84	1.56
623	2015	0	2	1	1600	1300	1.1	0.13	0.05
624	2015	1	4	3	4300	2000	13.2	3.04	2.63
625	2015	0	4	1	24200	14900	2.6	1.64	4.66
626	2015	0	3	5	17700	13900	5.9	0.89	9.56
627	2015	1	2	2	2000	1200	4.5	0.29	0.61
628	2015	1	2	1	2000	1100	19.8	1.01	2.95
629	2015	0	4	1	3100	1700	9.7	0.36	2.65
630	2015	1	2	1	1800	1500	16.3	0.35	2.58
631	2015	0	3	1	5800	3200	16.5	4.58	4.99
632	2015	0	4	1	3300	2400	5.2	0.55	1.17
633	2015	0	2	2	2600	2300	4.5	0.07	1.1
634	2015	1	4	3	9400	5500	10.5	3.61	6.26
635	2015	1	3	2	2200	2100	15	1.97	1.33
636	2015	0	3	1	4200	4100	3.6	0.23	1.28
637	2015	1	2	1	2800	2900	33.3	2.28	7.04
638	2015	1	3	2	4000	3000	17.2	1.8	5.08
639	2015	0	4	5	19000	18800	7.8	3.16	11.66
640	2015	1	2	2	1800	1200	18.7	0.89	2.48
641	2015	0	2	3	3000	2600	19.9	1.52	4.45
642	2015	1	4	2	4800	2700	8.6	1.2	2.93
643	2015	0	4	2	5100	3600	15	0.54	7.11
644	2015	0	4	3	2200	1300	4.2	0.03	0.89
645	2015	0	3	3	3800	2400	15.1	1.38	4.36
646	2015	0	4	1	6600	3400	3.2	1.47	0.64
647	2015	0	4	1	2400	2100	10.6	0.67	1.88
648	2015	1	2	1	1900	1000	23.1	1.89	2.5
649	2015	1	3	1	3100	1800	11.7	1.7	1.93
650	2015	1	4	2	2000	2300	16.9	0.38	3
651	2015	1	3	2	4300	2300	15	1.81	4.64
652	2015	0	4	2	3700	2700	8.5	0.68	2.47
653	2015	0	3	2	6300	3800	18.2	5.55	5.92
654	2015	0	4	2	4100	3600	9.5	0.46	3.44
655	2015	0	5	4	23400	19600	7.7	7.39	10.63
656	2015	0	3	3	6300	4200	13.4	5.09	3.35
657	2015	1	4	4	5900	2800	16.5	4.94	4.8
658	2015	0	3	3	6400	5600	5.8	0.89	2.82
659	2015	0	4	2	1500	1200	4.3	0.01	0.63
660	2015	0	2	1	1400	800	10.5	0.26	1.21
661	2015	0	5	1	2500	2200	4.7	0.21	0.96
662	2015	1	3	3	5000	3600	36.6	7.32	10.98
663	2015	0	2	1	3300	2900	4.8	0.69	0.89
664	2015	1	5	1	4400	4100	13.2	4.96	0.85
665	2015	1	2	3	2300	2400	8.4	0.37	1.56
666	2015	0	3	4	3000	2100	15.7	0.26	4.45
667	2015	1	2	1	1800	1400	14.8	1.94	0.72
668	2015	1	3	2	2800	1800	14.8	2.59	1.55
669	2015	0	4	1	11300	4200	9.2	2.38	8.02
670	2015	0	4	2	14800	10700	7.2	3.97	6.68
671	2015	0	2	1	4600	2100	5.4	1.17	1.31
672	2015	0	4	4	18600	13300	3.6	2.4	4.29
673	2015	0	4	1	2300	2200	6.9	0.41	1.18
674	2015	0	3	3	8300	3300	4.1	0.32	3.08
675	2015	0	3	1	4000	2600	9.9	1.69	2.27
676	2015	0	4	1	7000	5900	12	4.33	4.07
677	2015	1	2	2	4200	1900	3.9	1.02	0.62
678	2015	0	2	1	4300	3400	4.9	0.88	1.22
679	2015	1	5	1	2700	1800	6.4	0.59	1.13
680	2015	0	3	1	1900	2000	13.6	1.25	1.34
681	2015	0	5	1	3800	2200	8.5	0.17	3.06
682	2015	0	3	1	3300	2300	32.5	1.27	9.46
683	2015	0	3	1	5700	3100	10.5	1.14	4.84
684	2015	0	4	2	5500	3700	15	2.53	5.72
685	2015	0	4	1	2800	3200	7.1	0.18	1.8
686	2015	1	3	2	3100	3600	0.9	0.12	0.16
687	2015	0	4	1	10100	9100	5.6	2.99	2.66
688	2015	0	4	2	11300	8100	13.2	3.19	11.72
689	2015	0	4	1	10100	8900	6.4	1.87	4.59
690	2015	0	2	2	4000	2900	11.8	0.44	4.28
691	2015	0	3	4	3000	2900	11.5	0.32	3.13
692	2015	0	2	1	1600	1300	6.3	0.14	0.87
693	2015	0	5	1	5300	3100	10.5	0.84	4.72
694	2015	1	3	1	3900	3100	16.1	1.7	4.58
695	2015	0	3	1	6800	5900	10.8	1.37	5.98
696	2015	0	2	3	2000	1000	4.7	0.22	0.72
697	2015	0	4	2	6600	5500	12.1	2.32	5.67
698	2015	1	3	2	2700	1400	4.6	0.26	0.98
699	2015	0	4	1	7700	3200	8.4	2.3	4.17
700	2015	0	3	1	4400	3600	14.7	2.99	3.47
